post_index,age,stop_word_ratio,most_common_word,word_count,unique_word_ratio,tfidf_score,sentiment_score,vader_sentiment_label,flair_sentiment_score,formality_score,formality_score_gunning_fog,punctuation_ratio,punctuation_correctness_score,grammar_error_ratio,avg_word_length,question_mark_ratio,exclamation_mark_ratio,comma_ratio,period_ratio,past_ratio,present_ratio,future_ratio,past_ratio_stanza,present_ratio_stanza,future_ratio_stanza
3064,15,0.43333333333333335,want,17,0.8947368421052632,5.299340964824037e-05,0.3,Negative,-0.9938212633132935,0.0,6.8,0.058823529411764705,1.0,0.11764705882352941,3.9411764705882355,0.0,0.0,0.0,0.058823529411764705,0.5,0.5,0.0,1.0,0.0,0.0
3065,16,0.40932642487046633,would,114,0.7,0.00013815556164678647,0.04082633053221288,Positive,-0.9996368885040283,0.28290000000000004,6.05,0.2982456140350877,1.0,0.14912280701754385,5.245614035087719,0.008771929824561403,0.06140350877192982,0.12280701754385964,0.09649122807017543,0.4,0.6,0.0,0.42105263157894735,0.5789473684210527,0.0
3066,26,0.30851063829787234,urlLink,65,0.8648648648648649,0.00010564353264072825,0.3672727272727273,Positive,0.9773679971694946,0.4205,13.33,0.13846153846153847,0.9538461538461538,0.18461538461538463,5.123076923076923,0.0,0.0,0.015384615384615385,0.03076923076923077,0.2857142857142857,0.7142857142857143,0.0,0.14285714285714285,0.8571428571428571,0.0
3067,16,0.44366197183098594,I've,79,0.6754385964912281,0.00011453609703409643,0.08333333333333331,Positive,0.999629020690918,0.28079999999999994,7.21,0.34177215189873417,1.0,0.05063291139240506,5.265822784810126,0.012658227848101266,0.02531645569620253,0.17721518987341772,0.12658227848101267,0.35,0.65,0.0,0.375,0.625,0.0
3068,34,0.4069264069264069,Kerry,137,0.6666666666666666,0.00012575625189656937,0.018750000000000017,Negative,-0.9999778270721436,0.6209,12.36,0.17518248175182483,0.9927007299270073,0.043795620437956206,6.2700729927007295,0.0,0.0,0.08029197080291971,0.08759124087591241,0.7307692307692307,0.2692307692307692,0.0,0.9090909090909091,0.09090909090909091,0.0
3069,24,0.47018739352640543,would,311,0.6390243902439025,0.00020444371147251134,0.03709001350716468,Positive,-0.9999886751174927,0.36140000000000005,6.24,0.2990353697749196,0.9967845659163987,0.14790996784565916,5.517684887459807,0.01607717041800643,0.05787781350482315,0.09967845659163987,0.12218649517684887,0.6491228070175439,0.3508771929824561,0.0,0.6909090909090909,0.3090909090909091,0.0
3070,36,0.3976470588235294,going,256,0.6848137535816619,0.00019420360133967705,0.12873313701802072,Positive,0.9091635942459106,0.38070000000000004,7.53,0.23046875,0.98046875,0.0859375,5.4765625,0.04296875,0.03515625,0.05859375,0.08203125,0.26666666666666666,0.7333333333333333,0.0,0.20512820512820512,0.7948717948717948,0.0
3071,17,0.3111111111111111,family,31,0.9696969696969697,8.048859559971682e-05,0.2,Positive,-0.9946231842041016,0.3051999999999999,4.12,0.06451612903225806,1.0,0.22580645161290322,5.193548387096774,0.0,0.0,0.0,0.06451612903225806,0.1111111111111111,0.8888888888888888,0.0,0.16666666666666666,0.8333333333333334,0.0
3072,25,0.358974358974359,juz,125,0.6703910614525139,0.00013555698530266362,0.008068181818181825,Positive,-0.9991353154182434,0.25849999999999995,4.52,0.432,0.904,0.312,5.672,0.016,0.008,0.088,0.32,0.23333333333333334,0.7666666666666667,0.0,0.3181818181818182,0.6818181818181818,0.0
3073,27,0.3972602739726027,Bru,88,0.782608695652174,0.00011812428785954567,0.2333333333333333,Positive,-0.9696996808052063,0.27980000000000005,5.91,0.3068181818181818,1.0,0.13636363636363635,4.784090909090909,0.011363636363636364,0.03409090909090909,0.07954545454545454,0.17045454545454544,0.2857142857142857,0.7142857142857143,0.0,0.3076923076923077,0.6923076923076923,0.0
3074,34,0.5714285714285714,actual,39,0.851063829787234,8.957927377813743e-05,0.1375,Positive,-0.9991951584815979,0.42669999999999997,6.34,0.20512820512820512,1.0,0.1794871794871795,5.6923076923076925,0.0,0.0,0.02564102564102564,0.1794871794871795,0.3,0.7,0.0,0.375,0.625,0.0
3075,33,0.45698924731182794,he's,202,0.6472602739726028,0.0001756290906568856,0.2086760461760462,Positive,0.8575299382209778,0.37860000000000005,8.04,0.3415841584158416,0.995049504950495,0.09405940594059406,5.762376237623762,0.0049504950495049506,0.0,0.1782178217821782,0.15841584158415842,0.3055555555555556,0.6944444444444444,0.0,0.32,0.68,0.0
3076,27,0.42857142857142855,lucrative,12,1.0,5.007498752533856e-05,-0.4,Negative,-0.9995219707489014,0.5762,14.8,0.16666666666666666,1.0,0.08333333333333333,6.333333333333333,0.0,0.0,0.08333333333333333,0.08333333333333333,0.25,0.75,0.0,0.25,0.75,0.0
3077,16,0.515625,Maybe,62,0.7307692307692307,9.871074849857231e-05,0.14761904761904762,Positive,-0.9828709363937378,0.1359999999999999,4.12,0.27419354838709675,0.9516129032258065,0.14516129032258066,5.096774193548387,0.0,0.0,0.0967741935483871,0.1774193548387097,0.5,0.5,0.0,0.625,0.375,0.0
3078,33,0.4421052631578947,book,106,0.7238805970149254,0.000116449848240931,0.15327380952380953,Positive,-0.99998939037323,0.37460000000000004,8.43,0.18867924528301888,0.9905660377358491,0.11320754716981132,5.735849056603773,0.009433962264150943,0.0,0.0660377358490566,0.10377358490566038,0.26666666666666666,0.7333333333333333,0.0,0.36363636363636365,0.6363636363636364,0.0
3079,25,0.4295774647887324,sex,81,0.6752136752136753,0.00010799831465477393,0.2277777777777778,Positive,-0.9847120046615601,0.35019999999999996,8.27,0.38271604938271603,0.9876543209876543,0.09876543209876543,5.703703703703703,0.0,0.012345679012345678,0.1111111111111111,0.2222222222222222,0.2777777777777778,0.7222222222222222,0.0,0.3125,0.6875,0.0
3080,17,0.5,said,32,0.7555555555555555,7.558565499287739e-05,0.30833333333333335,Positive,0.9957937002182007,0.08519999999999994,2.12,0.3125,0.96875,0.34375,4.8125,0.0,0.0,0.03125,0.28125,0.8571428571428571,0.14285714285714285,0.0,0.8571428571428571,0.14285714285714285,0.0
3081,14,0.4426229508196721,get,68,0.7340425531914894,0.0001042431635553766,0.5514756944444446,Positive,0.678712785243988,0.08930000000000005,2.28,0.3088235294117647,1.0,0.25,4.4411764705882355,0.0,0.25,0.029411764705882353,0.014705882352941176,0.5,0.5,0.0,0.4166666666666667,0.5833333333333334,0.0
3082,16,0.4523809523809524,feel,23,0.84375,6.835461273607054e-05,-0.03125,Positive,0.5524633526802063,0.10959999999999992,4.82,0.34782608695652173,1.0,0.17391304347826086,5.217391304347826,0.08695652173913043,0.13043478260869565,0.08695652173913043,0.043478260869565216,0.5,0.5,0.0,0.4,0.6,0.0
3083,35,0.5,Katya,55,0.7012987012987013,9.042763980565176e-05,0.4416666666666667,Positive,0.9965881109237671,0.43179999999999996,6.8,0.36363636363636365,1.0,0.18181818181818182,5.654545454545454,0.0,0.0,0.09090909090909091,0.2727272727272727,0.7272727272727273,0.2727272727272727,0.0,0.6666666666666666,0.3333333333333333,0.0
3084,24,0.44039735099337746,back,169,0.6367521367521367,0.00015117092255182799,0.13333333333333336,Positive,-0.9999070167541504,0.28689999999999993,5.06,0.28994082840236685,0.9881656804733728,0.0650887573964497,5.437869822485207,0.0,0.0,0.1301775147928994,0.14792899408284024,0.5428571428571428,0.45714285714285713,0.0,0.5277777777777778,0.4722222222222222,0.0
3085,34,0.0,urlLink,7,0.8,3.590564652859772e-05,0.0,Neutral,-0.9966230392456055,0.0,2.8,0.42857142857142855,1.0,0.2857142857142857,4.714285714285714,0.0,0.0,0.2857142857142857,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0
3086,25,0.4425287356321839,"yes,",97,0.6506849315068494,0.0001254789835926992,-0.21346153846153848,Positive,-0.9998987913131714,0.26049999999999995,6.57,0.711340206185567,1.0,0.07216494845360824,5.845360824742268,0.020618556701030927,0.0,0.12371134020618557,0.5567010309278351,0.47368421052631576,0.5263157894736842,0.0,0.5714285714285714,0.42857142857142855,0.0
3087,24,0.5125,would,39,0.8444444444444444,8.639243125703774e-05,0.24412878787878786,Positive,-0.9966096878051758,0.3326,7.25,0.1282051282051282,1.0,0.07692307692307693,5.17948717948718,0.0,0.0,0.05128205128205128,0.07692307692307693,0.5,0.5,0.0,1.0,0.0,0.0
3088,35,0.5,salmon,3,1.0,2.579696402655546e-05,0.35,Neutral,-0.7973466515541077,0.0,1.2,0.0,1.0,0.3333333333333333,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3089,16,0.3695652173913043,love,29,0.8648648648648649,7.075123074447527e-05,0.4666666666666666,Positive,0.9992650151252747,0.2631999999999999,7.18,0.13793103448275862,0.9655172413793104,0.20689655172413793,4.896551724137931,0.034482758620689655,0.0,0.10344827586206896,0.0,0.375,0.625,0.0,0.2222222222222222,0.7777777777777778,0.0
3090,37,0.4379746835443038,documentary,222,0.6227106227106227,0.0001387211116752962,0.18354743083003958,Negative,0.9997053742408752,0.46630000000000005,7.82,0.1981981981981982,0.9864864864864865,0.12612612612612611,5.918918918918919,0.0045045045045045045,0.0,0.04504504504504504,0.12612612612612611,0.56,0.44,0.0,0.5384615384615384,0.46153846153846156,0.0
3091,24,0.39325842696629215,add,54,0.7105263157894737,9.484963373757156e-05,0.2333333333333333,Negative,-0.9983730316162109,0.3451000000000001,8.4,0.2037037037037037,0.9814814814814815,0.16666666666666666,5.87037037037037,0.05555555555555555,0.0,0.037037037037037035,0.1111111111111111,0.18181818181818182,0.8181818181818182,0.0,0.2857142857142857,0.7142857142857143,0.0
3092,36,0.2727272727272727,urlLink,8,0.9090909090909091,3.7204695714422126e-05,0.0,Neutral,-0.982098400592804,0.07200000000000006,1.6,0.375,1.0,0.375,4.75,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3093,47,0.43737166324435317,Counselors,274,0.6647230320699709,0.00017894388541021618,0.10241518685396236,Positive,-0.9984673857688904,0.7617,15.03,0.22627737226277372,1.0,0.06569343065693431,6.799270072992701,0.0,0.0,0.14233576642335766,0.072992700729927,0.2,0.8,0.0,0.2558139534883721,0.7441860465116279,0.0
3094,37,0.3333333333333333,urlLink,8,0.9,3.61550776645519e-05,0.0,Neutral,-0.9994186162948608,0.0,2.8,0.25,1.0,0.375,4.0,0.0,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0
3095,24,0.4298245614035088,Always,65,0.411214953271028,6.87984675911489e-05,0.4170634920634921,Positive,0.9988203644752502,0.8604,26.62,0.12307692307692308,1.0,0.07692307692307693,5.446153846153846,0.0,0.0,0.1076923076923077,0.0,0.2857142857142857,0.7142857142857143,0.0,0.125,0.875,0.0
3096,17,0.4738292011019284,like,191,0.62,0.00016088632548813463,0.1189935064935065,Positive,-0.9999251365661621,0.4142,9.48,0.2617801047120419,1.0,0.07329842931937172,5.549738219895288,0.0,0.0,0.18324607329842932,0.07853403141361257,0.4,0.6,0.0,0.36585365853658536,0.6341463414634146,0.0
3097,25,0.49760765550239233,would,210,0.7022900763358778,0.00018226062955876016,0.12273809523809522,Positive,-0.9314991235733032,0.37460000000000004,8.28,0.16666666666666666,0.9952380952380953,0.1380952380952381,5.552380952380952,0.009523809523809525,0.0,0.009523809523809525,0.11904761904761904,0.27586206896551724,0.7241379310344828,0.0,0.3333333333333333,0.6666666666666666,0.0
3098,16,0.43859649122807015,see,96,0.712,0.00013342232035026838,-0.012571022727272728,Positive,-0.9999728202819824,0.36640000000000006,7.78,0.3020833333333333,1.0,0.21875,5.552083333333333,0.0,0.0,0.14583333333333334,0.15625,0.09090909090909091,0.9090909090909091,0.0,0.125,0.875,0.0
3099,36,0.14285714285714285,Copyright,6,1.0,3.662669843768789e-05,0.0,Neutral,-0.9985917210578918,0.6744,10.0,0.3333333333333333,0.8333333333333334,0.16666666666666666,6.166666666666667,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
3100,26,0.4375,GMO,63,0.7532467532467533,8.922266125484611e-05,0.1,Positive,-0.9992565512657166,0.49770000000000003,12.66,0.25396825396825395,1.0,0.07936507936507936,5.888888888888889,0.015873015873015872,0.0,0.047619047619047616,0.14285714285714285,0.0,1.0,0.0,0.0,1.0,0.0
3101,17,0.416289592760181,ryan,129,0.6162790697674418,0.0001224612221039172,-0.04101190476190475,Positive,-0.999995231628418,0.09340000000000004,3.68,0.23255813953488372,0.9922480620155039,0.16279069767441862,4.751937984496124,0.0,0.007751937984496124,0.03875968992248062,0.17829457364341086,0.5882352941176471,0.4117647058823529,0.0,0.6551724137931034,0.3448275862068966,0.0
3102,16,0.44258373205741625,old,233,0.6984615384615385,0.00019824956571660337,0.12130952380952383,Positive,-0.9999667406082153,0.45710000000000006,8.78,0.22746781115879827,1.0,0.11158798283261803,5.982832618025751,0.0,0.02145922746781116,0.07725321888412018,0.12017167381974249,0.675,0.325,0.0,0.6666666666666666,0.3333333333333333,0.0
3103,23,0.4095238095238095,look,124,0.7806451612903226,0.00014723004535974776,-0.046331738437001585,Neutral,-0.9999904632568359,0.5250999999999999,11.37,0.21774193548387097,0.9838709677419355,0.13709677419354838,6.056451612903226,0.008064516129032258,0.0,0.12096774193548387,0.08064516129032258,0.25,0.75,0.0,0.2777777777777778,0.7222222222222222,0.0
3104,17,0.5633802816901409,always,31,0.7674418604651163,7.978717472472965e-05,0.09062500000000002,Positive,0.9980034232139587,0.25340000000000007,3.37,0.3548387096774194,1.0,0.16129032258064516,5.516129032258065,0.0,0.0,0.16129032258064516,0.1935483870967742,0.0,1.0,0.0,0.16666666666666666,0.8333333333333334,0.0
3105,23,0.410958904109589,I'm,86,0.7431192660550459,0.00012458173521943415,0.2071428571428571,Positive,-0.9998924732208252,0.6842,12.23,0.18604651162790697,1.0,0.08139534883720931,6.3604651162790695,0.011627906976744186,0.0,0.10465116279069768,0.06976744186046512,0.22727272727272727,0.7727272727272727,0.0,0.23809523809523808,0.7619047619047619,0.0
3106,24,0.45454545454545453,That's,6,0.8888888888888888,3.47741415535816e-05,0.05,Neutral,-0.8999278545379639,0.09230000000000005,2.4,0.3333333333333333,1.0,0.16666666666666666,5.166666666666667,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,0.0
3107,16,0.5353535353535354,like,184,0.6548672566371682,0.000160914595393356,-0.0812783446712018,Negative,-0.9999772310256958,0.12890000000000001,4.28,0.15217391304347827,0.9836956521739131,0.11413043478260869,4.706521739130435,0.005434782608695652,0.0,0.03260869565217391,0.11413043478260869,0.37209302325581395,0.627906976744186,0.0,0.5,0.5,0.0
3108,15,0.4948717948717949,I'm,394,0.594541910331384,0.0002337055801982103,0.03415512493835278,Positive,-0.9998499155044556,0.37049999999999994,7.62,0.23857868020304568,0.9949238578680203,0.12690355329949238,5.789340101522843,0.01015228426395939,0.0025380710659898475,0.1065989847715736,0.11928934010152284,0.4222222222222222,0.5777777777777777,0.0,0.4935064935064935,0.5064935064935064,0.0
3109,16,0.4166666666666667,im,189,0.6530612244897959,0.0001697755943866698,-0.04189814814814815,Negative,-0.9999768733978271,0.18000000000000005,5.07,0.30158730158730157,0.9682539682539683,0.30158730158730157,4.936507936507937,0.010582010582010581,0.0,0.06349206349206349,0.2275132275132275,0.40476190476190477,0.5952380952380952,0.0,0.4634146341463415,0.5365853658536586,0.0
3110,33,0.47724477244772445,get,850,0.5447154471544715,0.00029956592215004107,0.15340817618595387,Positive,-0.9929123520851135,0.37860000000000005,7.68,0.2564705882352941,1.0,0.08470588235294117,5.543529411764706,0.021176470588235293,0.004705882352941176,0.11647058823529412,0.10470588235294118,0.23880597014925373,0.753731343283582,0.007462686567164179,0.2905982905982906,0.7008547008547008,0.008547008547008548
3111,17,0.5107913669064749,little,136,0.6142131979695431,0.00014420773966000375,0.1003787878787879,Positive,-0.9998857975006104,0.17900000000000005,4.54,0.38235294117647056,1.0,0.08088235294117647,4.963235294117647,0.0,0.029411764705882353,0.16176470588235295,0.16911764705882354,0.56,0.44,0.0,0.55,0.45,0.0
3112,16,0.49019607843137253,much,52,0.7164179104477612,9.252672411422327e-05,0.06030303030303029,Positive,-0.9950805902481079,0.25340000000000007,5.16,0.25,1.0,0.21153846153846154,4.8076923076923075,0.019230769230769232,0.0,0.057692307692307696,0.17307692307692307,0.0,1.0,0.0,0.3333333333333333,0.6666666666666666,0.0
3113,17,0.4244482173174873,MLS,339,0.49372384937238495,0.00016695518453307934,0.21918402777777782,Positive,-0.970463752746582,0.4081,7.32,0.24188790560471976,1.0,0.11209439528023599,5.6047197640118,0.0058997050147492625,0.008849557522123894,0.11504424778761062,0.09144542772861357,0.4117647058823529,0.5588235294117647,0.029411764705882353,0.4666666666666667,0.5,0.03333333333333333
3114,17,0.37735849056603776,know,66,0.7373737373737373,0.0001028517032513729,-0.12433712121212116,Negative,-0.9999934434890747,0.26659999999999995,5.06,0.3484848484848485,0.9696969696969697,0.16666666666666666,5.363636363636363,0.030303030303030304,0.045454545454545456,0.015151515151515152,0.25757575757575757,0.13333333333333333,0.8666666666666667,0.0,0.18181818181818182,0.8181818181818182,0.0
3115,16,0.48672566371681414,thought,58,0.8507462686567164,0.0001008640200968412,0.06397959183673468,Positive,-0.9921191930770874,0.22430000000000005,8.3,0.1206896551724138,1.0,0.06896551724137931,5.0344827586206895,0.034482758620689655,0.0,0.05172413793103448,0.034482758620689655,0.42857142857142855,0.5714285714285714,0.0,0.5,0.5,0.0
3116,45,0.5263157894736842,understand,9,1.0,4.182570554952006e-05,0.5,Positive,-0.8004182577133179,0.36640000000000006,8.2,0.3333333333333333,1.0,0.0,4.777777777777778,0.0,0.0,0.1111111111111111,0.1111111111111111,0.5,0.5,0.0,0.5,0.5,0.0
3117,26,0.45454545454545453,can't,24,0.896551724137931,6.592919229171526e-05,0.0,Positive,-0.9956122636795044,0.33930000000000005,14.25,0.20833333333333334,0.9583333333333334,0.16666666666666666,4.583333333333333,0.0,0.0,0.08333333333333333,0.125,0.4,0.4,0.2,0.5,0.25,0.25
3118,27,0.44086021505376344,song,52,0.8787878787878788,0.00010198663388303647,0.027037037037037033,Positive,-0.9997507929801941,0.3326,6.74,0.1346153846153846,1.0,0.09615384615384616,5.596153846153846,0.0,0.0,0.057692307692307696,0.07692307692307693,0.2857142857142857,0.7142857142857143,0.0,0.36363636363636365,0.6363636363636364,0.0
3119,42,0.5166666666666667,urlLink,29,0.8611111111111112,7.722842359798419e-05,-0.16904761904761909,Negative,0.8892948627471924,0.27469999999999994,8.44,0.3103448275862069,1.0,0.1724137931034483,5.862068965517241,0.0,0.0,0.13793103448275862,0.1724137931034483,0.3333333333333333,0.6666666666666666,0.0,0.4,0.6,0.0
3120,24,0.4821002386634845,,651,0.4887039239001189,0.0002319816865911483,0.11991645781119464,Positive,0.52215576171875,0.35329999999999995,5.94,0.282642089093702,0.9984639016897081,0.19969278033794163,5.497695852534562,0.018433179723502304,0.004608294930875576,0.10291858678955453,0.15360983102918588,0.2608695652173913,0.7304347826086957,0.008695652173913044,0.264,0.728,0.008
3121,14,0.43911439114391143,that's,152,0.34841628959276016,8.781502018561694e-05,-0.08562276785714283,Positive,0.9985862970352173,0.0006000000000000449,2.12,0.3026315789473684,1.0,0.21710526315789475,4.25,0.0,0.2236842105263158,0.046052631578947366,0.03289473684210526,0.1,0.9,0.0,0.10526315789473684,0.8947368421052632,0.0
3122,27,0.0,"23,",11,1.0,4.597828850776791e-05,-0.1,Negative,-0.9365521669387817,0.21750000000000003,8.0,0.09090909090909091,1.0,0.18181818181818182,5.0,0.0,0.0,0.09090909090909091,0.0,0.5,0.5,0.0,0.0,0.0,0.0
3123,34,0.4117647058823529,urlLink,20,0.9565217391304348,6.009867815375909e-05,0.16818181818181818,Positive,0.7121105194091797,0.1279,5.91,0.1,1.0,0.25,5.5,0.0,0.0,0.05,0.05,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0
3124,24,0.5672514619883041,last,74,0.75,0.00010944051652610824,0.14702380952380953,Positive,-0.9999765157699585,0.17290000000000005,3.34,0.24324324324324326,1.0,0.1891891891891892,4.905405405405405,0.0,0.0,0.02702702702702703,0.20270270270270271,0.2727272727272727,0.7272727272727273,0.0,0.3,0.7,0.0
3125,42,0.4358974358974359,-,132,0.7533333333333333,0.0001323334665997266,0.2605519480519481,Positive,0.9992398023605347,0.3173999999999999,7.46,0.18181818181818182,0.9848484848484849,0.1590909090909091,5.462121212121212,0.0,0.015151515151515152,0.007575757575757576,0.1590909090909091,0.4090909090909091,0.5909090909090909,0.0,0.5,0.5,0.0
3126,26,0.0,|,9,0.8181818181818182,3.803618752489697e-05,0.0,Neutral,-0.9887735247612,0.7793,14.23,0.0,1.0,0.1111111111111111,5.888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3127,13,0.46551724137931033,cuz,62,0.788235294117647,9.958753022344006e-05,0.36574074074074076,Positive,0.9991278052330017,0.28790000000000004,5.44,0.3709677419354839,0.935483870967742,0.2903225806451613,5.161290322580645,0.016129032258064516,0.08064516129032258,0.0,0.25806451612903225,0.4166666666666667,0.5833333333333334,0.0,0.5384615384615384,0.46153846153846156,0.0
3128,24,0.4509394572025052,said,263,0.6231884057971014,0.00018657454611178747,0.19267594778958413,Positive,-0.99934321641922,0.1269,4.82,0.28517110266159695,0.9961977186311787,0.11787072243346007,4.904942965779468,0.0038022813688212928,0.022813688212927757,0.11406844106463879,0.1444866920152091,0.603448275862069,0.39655172413793105,0.0,0.7058823529411765,0.29411764705882354,0.0
3129,25,0.4444444444444444,one,80,0.7037037037037037,9.43915630980826e-05,0.075,Positive,-0.9740734100341797,0.2909999999999999,6.06,0.3,1.0,0.225,5.3875,0.0,0.0,0.1,0.1875,0.3333333333333333,0.6666666666666666,0.0,0.5,0.5,0.0
3130,25,0.5,post.,21,0.8,6.414320328441342e-05,-0.11111111111111112,Positive,-0.9951087832450867,0.6101,10.42,0.3333333333333333,1.0,0.047619047619047616,6.142857142857143,0.0,0.0,0.19047619047619047,0.14285714285714285,0.16666666666666666,0.8333333333333334,0.0,0.2,0.8,0.0
3131,14,0.4485981308411215,back,59,0.7710843373493976,0.00010124015747563404,-0.16249999999999998,Positive,-0.9995785355567932,0.11670000000000003,5.39,0.3559322033898305,0.9661016949152542,0.23728813559322035,5.1525423728813555,0.0,0.11864406779661017,0.0,0.23728813559322035,0.5454545454545454,0.45454545454545453,0.0,0.5454545454545454,0.45454545454545453,0.0
3132,35,0.5333333333333333,publish,35,0.7804878048780488,7.444299767361176e-05,0.5,Positive,-0.7774838805198669,0.18510000000000004,2.72,0.2,0.9714285714285714,0.2,5.171428571428572,0.0,0.0,0.02857142857142857,0.17142857142857143,0.16666666666666666,0.8333333333333334,0.0,0.5,0.5,0.0
3133,26,0.3488372093023256,*,196,0.702928870292887,0.00016692575471039396,0.17477904040404038,Positive,-0.9983429908752441,0.17390000000000005,4.9,0.22448979591836735,0.9948979591836735,0.23979591836734693,4.785714285714286,0.00510204081632653,0.00510204081632653,0.030612244897959183,0.17857142857142858,0.17857142857142858,0.8214285714285714,0.0,0.2727272727272727,0.7272727272727273,0.0
3134,17,0.5056818181818182,played,87,0.7543859649122807,0.00012204369339196742,0.024074074074074067,Positive,-0.9999638795852661,0.19620000000000004,5.0,0.3333333333333333,0.9770114942528736,0.1724137931034483,5.091954022988506,0.0,0.0,0.06896551724137931,0.25287356321839083,0.75,0.25,0.0,0.8823529411764706,0.11764705882352941,0.0
3135,25,0.456,really,68,0.651685393258427,9.57469113823551e-05,0.031806586270871975,Positive,-0.9998692274093628,0.28689999999999993,5.16,0.22058823529411764,1.0,0.08823529411764706,5.014705882352941,0.0,0.04411764705882353,0.07352941176470588,0.10294117647058823,0.29411764705882354,0.7058823529411765,0.0,0.3076923076923077,0.6923076923076923,0.0
3136,24,0.4743935309973046,gonna,195,0.5119453924914675,9.990028330792721e-05,0.3416666666666667,Positive,0.9952303767204285,0.18409999999999993,4.34,0.4205128205128205,0.9948717948717949,0.13333333333333333,4.943589743589744,0.010256410256410256,0.005128205128205128,0.08717948717948718,0.2205128205128205,0.28,0.72,0.0,0.24,0.76,0.0
3137,34,0.5194805194805194,"up,",74,0.7849462365591398,0.000122808844038897,0.023484848484848476,Positive,-0.9996507167816162,0.36039999999999994,7.28,0.25675675675675674,1.0,0.0945945945945946,5.45945945945946,0.0,0.0,0.10810810810810811,0.14864864864864866,0.3076923076923077,0.6923076923076923,0.0,0.4,0.6,0.0
3138,23,0.5555555555555556,know,80,0.7551020408163265,0.00011233741952951999,0.325,Positive,-0.9998469352722168,0.35930000000000006,7.42,0.2,1.0,0.175,5.9875,0.0125,0.0,0.0125,0.175,0.5294117647058824,0.47058823529411764,0.0,0.7142857142857143,0.2857142857142857,0.0
3139,15,0.419811320754717,fun,123,0.6666666666666666,0.0001383892303879882,0.32916666666666655,Positive,-0.9740514159202576,0.16980000000000006,4.4,0.35772357723577236,1.0,0.2926829268292683,4.967479674796748,0.0,0.016260162601626018,0.13821138211382114,0.2032520325203252,0.64,0.36,0.0,0.6666666666666666,0.3333333333333333,0.0
3140,26,0.33035714285714285,:),150,0.6770833333333334,0.00013517056515242846,0.2554601648351648,Positive,0.988602876663208,0.18409999999999993,4.67,0.30666666666666664,0.9933333333333333,0.3,4.513333333333334,0.04,0.08666666666666667,0.06,0.06666666666666667,0.5,0.5,0.0,0.5,0.5,0.0
3141,27,0.3974358974358974,individuals,94,0.7560975609756098,0.00012817437500443527,0.045,Positive,-0.9999513626098633,0.6345000000000001,9.29,0.24468085106382978,0.9787234042553191,0.11702127659574468,6.4361702127659575,0.0,0.010638297872340425,0.1276595744680851,0.10638297872340426,0.125,0.875,0.0,0.09090909090909091,0.9090909090909091,0.0
3142,33,0.5179856115107914,lost,67,0.9411764705882353,0.00011552971622607114,-0.09444444444444444,Negative,-0.9683073163032532,0.8807,28.59,0.0,1.0,0.014925373134328358,5.731343283582089,0.0,0.0,0.0,0.0,0.8947368421052632,0.10526315789473684,0.0,0.8695652173913043,0.13043478260869565,0.0
3143,15,0.39351851851851855,Greeks,131,0.655367231638418,0.00011115161037664667,0.1167929292929293,Positive,-0.9496026039123535,0.36850000000000005,7.55,0.3511450381679389,0.8854961832061069,0.24427480916030533,6.450381679389313,0.0,0.007633587786259542,0.022900763358778626,0.12213740458015267,0.5263157894736842,0.47368421052631576,0.0,0.55,0.45,0.0
3144,26,0.49238578680203043,--------------------------------------,100,0.391304347826087,0.00013210630327423965,0.02542735042735041,Negative,-0.9996032118797302,0.3367,6.21,0.27,1.0,0.11,6.99,0.0,0.0,0.13,0.08,0.6666666666666666,0.3333333333333333,0.0,0.75,0.25,0.0
3145,38,0.17391304347826086,happy,19,0.3548387096774194,4.0148243837029516e-05,0.9,Positive,0.9982678890228271,0.32889999999999997,4.07,0.8947368421052632,1.0,0.42105263157894735,5.0,0.0,0.6842105263157895,0.0,0.21052631578947367,0.0,0.0,0.0,0.0,0.0,0.0
3146,36,0.4908256880733945,towels,222,0.7194244604316546,0.0001822699491143961,0.1701964701964702,Positive,-0.9879531860351562,0.39180000000000004,7.82,0.1981981981981982,0.9954954954954955,0.12612612612612611,5.873873873873874,0.0045045045045045045,0.0,0.1036036036036036,0.09009009009009009,0.6428571428571429,0.35714285714285715,0.0,0.6944444444444444,0.3055555555555556,0.0
3147,26,0.466,I'm,267,0.6121883656509696,0.00019728196373761545,-0.046420454545454536,Positive,-0.9999958276748657,0.38369999999999993,7.83,0.2696629213483146,0.9962546816479401,0.0749063670411985,5.52434456928839,0.0149812734082397,0.018726591760299626,0.12734082397003746,0.09737827715355805,0.3,0.7,0.0,0.3333333333333333,0.6666666666666666,0.0
